 ,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1
Hour-ahead forecast 5/10/2019,22346,22201,22201,22201,21968,21968,21968,21592,21592,21592,21328,21328,21328,21073,21073,21073,20873,20873,20873,20724,20724,20724,20552,20552,20552,20419,20419,20419,20303,20303,20303,20218,20218,20218,20177,20177,20177,20189,20189,20189,20168,20168,20168,20167,20167,20167,20180,20180,20180,20346,20346,20346,20489,20489,20489,20614,20614,20614,20817,20817,20817,21205,21205,21205,21511,21511,21511,21947,21947,21947,22332,22332,22332,22967,22967,22967,23425,23425,23425,23829,23829,23829,24146,24146,24146,24556,24556,24556,24793,24793,24793,24938,24938,24938,25058,25058,25058,25177,25177,25177,25147,25147,25147,25082,25082,25082,25205,25205,25205,25205,25205,25205,25272,25272,25272,25055,25055,25055,24988,24988,24988,24942,24942,24942,24891,24891,24891,24775,24775,24775,24639,24639,24639,24558,24558,24558,24342,24342,24342,24261,24261,24261,24099,24099,24099,24032,24032,24032,23935,23935,23935,24108,24108,24108,24065,24065,24065,23915,23915,23915,23923,23923,23923,23944,23944,23944,24050,24050,24050,24075,24075,24075,24276,24276,24276,24260,24260,24260,24403,24403,24403,24281,24281,24281,24475,24475,24475,24562,24562,24562,24648,24648,24648,24889,24889,24889,25057,25057,25057,25047,25047,25047,25124,25124,25124,25063,25063,25063,25173,25173,25173,25383,25383,25383,25527,25527,25527,25574,25574,25574,25731,25731,25731,25853,25853,25853,25892,25892,25892,25969,25969,25969,26136,26136,26136,26344,26344,26344,26821,26821,26821,26963,26963,26963,27175,27175,27175,27032,27032,27032,26751,26751,26751,26459,26459,26459,26250,26250,26250,25986,25986,25986,25687,25687,25687,25192,25192,25192,24770,24770,24770,24357,24357,24357,23969,23969,23969,23415,23415,23415,23055,23055,23055,22659,22659,22659,22293,22293,22293
Hour-ahead forecast 5/11/2019,22198,21998,21998,21998,21752,21752,21752,21472,21472,21472,21221,21221,21221,21004,21004,21004,20792,20792,20792,20567,20567,20567,20354,20354,20354,20200,20200,20200,20053,20053,20053,19948,19948,19948,19855,19855,19855,19783,19783,19783,19694,19694,19694,19661,19661,19661,19626,19626,19626,19672,19672,19672,19688,19688,19688,19765,19765,19765,19803,19803,19803,19930,19930,19930,20059,20059,20059,20203,20203,20203,20244,20244,20244,20347,20347,20347,20366,20366,20366,20425,20425,20425,20634,20634,20634,20804,20804,20804,20977,20977,20977,21023,21023,21023,21097,21097,21097,21182,21182,21182,21110,21110,21110,21081,21081,21081,21107,21107,21107,21189,21189,21189,21079,21079,21079,20968,20968,20968,20878,20878,20878,20811,20811,20811,20748,20748,20748,20706,20706,20706,20654,20654,20654,20655,20655,20655,20621,20621,20621,20478,20478,20478,20375,20375,20375,20150,20150,20150,20219,20219,20219,20220,20220,20220,20227,20227,20227,20247,20247,20247,20268,20268,20268,20416,20416,20416,20408,20408,20408,20490,20490,20490,20518,20518,20518,20604,20604,20604,20606,20606,20606,20715,20715,20715,20953,20953,20953,21103,21103,21103,21372,21372,21372,21564,21564,21564,21839,21839,21839,22050,22050,22050,22289,22289,22289,22712,22712,22712,23111,23111,23111,23443,23443,23443,23720,23720,23720,23913,23913,23913,24182,24182,24182,24287,24287,24287,24429,24429,24429,24814,24814,24814,24909,24909,24909,25189,25189,25189,25582,25582,25582,25927,25927,25927,26119,26119,26119,26142,26142,26142,25971,25971,25971,25705,25705,25705,25504,25504,25504,25247,25247,25247,24878,24878,24878,24495,24495,24495,24137,24137,24137,23765,23765,23765,23336,23336,23336,22976,22976,22976,22605,22605,22605,22185,22185,22185,21815,21815,21815
Hour-ahead forecast 5/12/2019,21706,21493,21493,21493,21252,21252,21252,20975,20975,20975,20743,20743,20743,20405,20405,20405,20192,20192,20192,20033,20033,20033,19858,19858,19858,19706,19706,19706,19569,19569,19569,19451,19451,19451,19310,19310,19310,19223,19223,19223,19145,19145,19145,19073,19073,19073,19052,19052,19052,19064,19064,19064,19039,19039,19039,19050,19050,19050,19067,19067,19067,19151,19151,19151,19212,19212,19212,19290,19290,19290,19237,19237,19237,19238,19238,19238,19100,19100,19100,19105,19105,19105,19207,19207,19207,19351,19351,19351,19444,19444,19444,19531,19531,19531,19414,19414,19414,19484,19484,19484,19459,19459,19459,19402,19402,19402,19422,19422,19422,19413,19413,19413,19378,19378,19378,19289,19289,19289,19190,19190,19190,19172,19172,19172,19073,19073,19073,18919,18919,18919,18833,18833,18833,18736,18736,18736,18656,18656,18656,18598,18598,18598,18558,18558,18558,18608,18608,18608,18715,18715,18715,18735,18735,18735,18855,18855,18855,18936,18936,18936,19028,19028,19028,19148,19148,19148,19326,19326,19326,19452,19452,19452,19651,19651,19651,19867,19867,19867,20067,20067,20067,20249,20249,20249,20556,20556,20556,20847,20847,20847,21005,21005,21005,21405,21405,21405,21649,21649,21649,22028,22028,22028,22560,22560,22560,22825,22825,22825,23164,23164,23164,23581,23581,23581,23874,23874,23874,24246,24246,24246,24529,24529,24529,24753,24753,24753,24959,24959,24959,25202,25202,25202,25372,25372,25372,25569,25569,25569,26019,26019,26019,26486,26486,26486,26711,26711,26711,26641,26641,26641,26469,26469,26469,26084,26084,26084,25790,25790,25790,25461,25461,25461,25001,25001,25001,24522,24522,24522,24024,24024,24024,23509,23509,23509,23001,23001,23001,22616,22616,22616,22219,22219,22219,21908,21908,21908,21549,21549,21549
Hour-ahead forecast 5/13/2019,21456,21282,21282,21282,21059,21059,21059,20857,20857,20857,20391,20391,20391,20184,20184,20184,20008,20008,20008,19812,19812,19812,19697,19697,19697,19610,19610,19610,19522,19522,19522,19459,19459,19459,19304,19304,19304,19322,19322,19322,19323,19323,19323,19314,19314,19314,19376,19376,19376,19577,19577,19577,19701,19701,19701,19842,19842,19842,20087,20087,20087,20628,20628,20628,20951,20951,20951,21189,21189,21189,21547,21547,21547,21971,21971,21971,22559,22559,22559,23074,23074,23074,23400,23400,23400,23845,23845,23845,24127,24127,24127,24179,24179,24179,24200,24200,24200,24219,24219,24219,24273,24273,24273,24312,24312,24312,24362,24362,24362,24487,24487,24487,24521,24521,24521,24620,24620,24620,24560,24560,24560,24665,24665,24665,24669,24669,24669,24450,24450,24450,24369,24369,24369,24117,24117,24117,24082,24082,24082,23950,23950,23950,23885,23885,23885,23728,23728,23728,23671,23671,23671,23793,23793,23793,23915,23915,23915,23716,23716,23716,23817,23817,23817,23736,23736,23736,23792,23792,23792,23915,23915,23915,24020,24020,24020,24112,24112,24112,24235,24235,24235,24211,24211,24211,24480,24480,24480,24603,24603,24603,24672,24672,24672,24950,24950,24950,25107,25107,25107,25248,25248,25248,25671,25671,25671,26135,26135,26135,26412,26412,26412,26528,26528,26528,26751,26751,26751,26758,26758,26758,26921,26921,26921,27241,27241,27241,27448,27448,27448,27643,27643,27643,27793,27793,27793,27948,27948,27948,28281,28281,28281,28608,28608,28608,28694,28694,28694,28693,28693,28693,28265,28265,28265,27914,27914,27914,27535,27535,27535,27049,27049,27049,26551,26551,26551,25867,25867,25867,25320,25320,25320,24795,24795,24795,24200,24200,24200,23668,23668,23668,23251,23251,23251,22883,22883,22883,22461,22461,22461
Hour-ahead forecast 5/14/2019,22299,22061,22061,22061,21883,21883,21883,21653,21653,21653,21380,21380,21380,21234,21234,21234,21030,21030,21030,20843,20843,20843,20708,20708,20708,20538,20538,20538,20258,20258,20258,20203,20203,20203,20075,20075,20075,20068,20068,20068,20059,20059,20059,20106,20106,20106,20009,20009,20009,20224,20224,20224,20306,20306,20306,20412,20412,20412,20600,20600,20600,21051,21051,21051,21420,21420,21420,21774,21774,21774,22095,22095,22095,22701,22701,22701,23113,23113,23113,23520,23520,23520,23892,23892,23892,24306,24306,24306,24579,24579,24579,24594,24594,24594,24627,24627,24627,24947,24947,24947,25022,25022,25022,24938,24938,24938,24968,24968,24968,24894,24894,24894,24889,24889,24889,24812,24812,24812,24722,24722,24722,24623,24623,24623,24322,24322,24322,24127,24127,24127,24060,24060,24060,23874,23874,23874,23823,23823,23823,23948,23948,23948,23717,23717,23717,23843,23843,23843,23852,23852,23852,23939,23939,23939,23954,23954,23954,24089,24089,24089,24201,24201,24201,24143,24143,24143,24369,24369,24369,24580,24580,24580,24747,24747,24747,24896,24896,24896,25157,25157,25157,25345,25345,25345,25706,25706,25706,25770,25770,25770,25842,25842,25842,25979,25979,25979,26132,26132,26132,26302,26302,26302,26544,26544,26544,26676,26676,26676,26945,26945,26945,27030,27030,27030,27163,27163,27163,27240,27240,27240,27195,27195,27195,27374,27374,27374,27396,27396,27396,27432,27432,27432,27561,27561,27561,27918,27918,27918,28198,28198,28198,28475,28475,28475,28696,28696,28696,28518,28518,28518,28170,28170,28170,27763,27763,27763,27482,27482,27482,27144,27144,27144,26572,26572,26572,25982,25982,25982,25427,25427,25427,24914,24914,24914,24319,24319,24319,23864,23864,23864,23446,23446,23446,23078,23078,23078,22702,22702,22702
Hour-ahead forecast 5/15/2019,22658,22444,22444,22444,22186,22186,22186,21776,21776,21776,21573,21573,21573,21317,21317,21317,21105,21105,21105,20941,20941,20941,20789,20789,20789,20673,20673,20673,20557,20557,20557,20448,20448,20448,20350,20350,20350,20399,20399,20399,20361,20361,20361,20255,20255,20255,20291,20291,20291,20404,20404,20404,20515,20515,20515,20769,20769,20769,20995,20995,20995,21498,21498,21498,21870,21870,21870,22118,22118,22118,22269,22269,22269,22858,22858,22858,23241,23241,23241,23719,23719,23719,24092,24092,24092,24701,24701,24701,25010,25010,25010,25077,25077,25077,25134,25134,25134,25491,25491,25491,25625,25625,25625,25733,25733,25733,25787,25787,25787,25555,25555,25555,25572,25572,25572,25623,25623,25623,25692,25692,25692,25789,25789,25789,25817,25817,25817,25974,25974,25974,25942,25942,25942,25799,25799,25799,25775,25775,25775,25472,25472,25472,25329,25329,25329,25165,25165,25165,25083,25083,25083,24991,24991,24991,24727,24727,24727,24605,24605,24605,24565,24565,24565,24482,24482,24482,24435,24435,24435,24729,24729,24729,24812,24812,24812,24863,24863,24863,24942,24942,24942,24900,24900,24900,25006,25006,25006,25130,25130,25130,25198,25198,25198,25234,25234,25234,25361,25361,25361,25526,25526,25526,25816,25816,25816,25863,25863,25863,26027,26027,26027,26328,26328,26328,26333,26333,26333,26274,26274,26274,26414,26414,26414,26457,26457,26457,26680,26680,26680,26645,26645,26645,26837,26837,26837,27164,27164,27164,27491,27491,27491,27672,27672,27672,27921,27921,27921,27709,27709,27709,27214,27214,27214,26850,26850,26850,26506,26506,26506,26176,26176,26176,25812,25812,25812,25177,25177,25177,24685,24685,24685,24334,24334,24334,23828,23828,23828,23580,23580,23580,23206,23206,23206,22705,22705,22705,22326,22326,22326
Hour-ahead forecast 5/16/2019,22288,22041,22041,22041,21781,21781,21781,21501,21501,21501,21288,21288,21288,21060,21060,21060,20883,20883,20883,20672,20672,20672,20532,20532,20532,20360,20360,20360,20255,20255,20255,20177,20177,20177,20080,20080,20080,20051,20051,20051,20026,20026,20026,20082,20082,20082,20097,20097,20097,20195,20195,20195,20381,20381,20381,20484,20484,20484,20672,20672,20672,21094,21094,21094,21464,21464,21464,21814,21814,21814,22045,22045,22045,22750,22750,22750,23155,23155,23155,23526,23526,23526,23964,23964,23964,24362,24362,24362,24628,24628,24628,24560,24560,24560,24427,24427,24427,24614,24614,24614,24652,24652,24652,24451,24451,24451,24469,24469,24469,24538,24538,24538,24532,24532,24532,24406,24406,24406,24440,24440,24440,24592,24592,24592,24560,24560,24560,24366,24366,24366,24363,24363,24363,24152,24152,24152,24038,24038,24038,23851,23851,23851,24013,24013,24013,23575,23575,23575,23432,23432,23432,23191,23191,23191,23127,23127,23127,23131,23131,23131,23099,23099,23099,22844,22844,22844,22751,22751,22751,22538,22538,22538,22472,22472,22472,22160,22160,22160,21999,21999,21999,21844,21844,21844,21925,21925,21925,22091,22091,22091,22102,22102,22102,22349,22349,22349,22561,22561,22561,22820,22820,22820,22979,22979,22979,23167,23167,23167,23400,23400,23400,23701,23701,23701,23860,23860,23860,24080,24080,24080,24365,24365,24365,24501,24501,24501,24833,24833,24833,25080,25080,25080,25196,25196,25196,25523,25523,25523,25870,25870,25870,26303,26303,26303,26495,26495,26495,26386,26386,26386,26161,26161,26161,25804,25804,25804,25599,25599,25599,25292,25292,25292,24867,24867,24867,24340,24340,24340,23869,23869,23869,23386,23386,23386,23007,23007,23007,22588,22588,22588,22300,22300,22300,21913,21913,21913,21577,21577,21577
Hour-ahead forecast 5/17/2019,21514,21350,21350,21350,21120,21120,21120,20851,20851,20851,20730,20730,20730,20502,20502,20502,20276,20276,20276,20099,20099,20099,20024,20024,20024,19968,19968,19968,19858,19858,19858,19757,19757,19757,19739,19739,19739,19657,19657,19657,19636,19636,19636,19662,19662,19662,19693,19693,19693,19867,19867,19867,20024,20024,20024,20176,20176,20176,20347,20347,20347,20777,20777,20777,21144,21144,21144,21478,21478,21478,21692,21692,21692,22257,22257,22257,22600,22600,22600,22842,22842,22842,23237,23237,23237,23644,23644,23644,23893,23893,23893,23774,23774,23774,23492,23492,23492,23451,23451,23451,23369,23369,23369,23184,23184,23184,22903,22903,22903,22813,22813,22813,22677,22677,22677,22562,22562,22562,22435,22435,22435,22378,22378,22378,22829,22829,22829,22349,22349,22349,22216,22216,22216,22147,22147,22147,22037,22037,22037,21830,21830,21830,21779,21779,21779,21738,21738,21738,21616,21616,21616,21552,21552,21552,21631,21631,21631,21515,21515,21515,21517,21517,21517,21216,21216,21216,21129,21129,21129,21087,21087,21087,21054,21054,21054,20926,20926,20926,20983,20983,20983,20858,20858,20858,20918,20918,20918,20958,20958,20958,21179,21179,21179,21192,21192,21192,21341,21341,21341,21571,21571,21571,21884,21884,21884,22039,22039,22039,22251,22251,22251,22612,22612,22612,22832,22832,22832,23063,23063,23063,23357,23357,23357,23548,23548,23548,23748,23748,23748,24106,24106,24106,24337,24337,24337,24579,24579,24579,24986,24986,24986,25463,25463,25463,25775,25775,25775,25851,25851,25851,25703,25703,25703,25509,25509,25509,25319,25319,25319,25045,25045,25045,24794,24794,24794,24269,24269,24269,23885,23885,23885,23484,23484,23484,23046,23046,23046,22563,22563,22563,22221,22221,22221,21893,21893,21893,21520,21520,21520
Hour-ahead forecast 5/18/2019,21426,21207,21207,21207,20975,20975,20975,20622,20622,20622,20462,20462,20462,20257,20257,20257,20059,20059,20059,19869,19869,19869,19644,19644,19644,19537,19537,19537,19412,19412,19412,19253,19253,19253,19138,19138,19138,19117,19117,19117,19053,19053,19053,19020,19020,19020,19037,19037,19037,19048,19048,19048,19095,19095,19095,19168,19168,19168,19271,19271,19271,19438,19438,19438,19612,19612,19612,19691,19691,19691,19621,19621,19621,19634,19634,19634,19675,19675,19675,19766,19766,19766,19908,19908,19908,19809,19809,19809,19967,19967,19967,19948,19948,19948,19841,19841,19841,19795,19795,19795,19800,19800,19800,19927,19927,19927,20015,20015,20015,20167,20167,20167,20161,20161,20161,20163,20163,20163,20220,20220,20220,20346,20346,20346,20315,20315,20315,20512,20512,20512,20532,20532,20532,20634,20634,20634,20604,20604,20604,20607,20607,20607,20687,20687,20687,20763,20763,20763,20822,20822,20822,21013,21013,21013,21141,21141,21141,21224,21224,21224,21247,21247,21247,21337,21337,21337,21572,21572,21572,21457,21457,21457,21509,21509,21509,21684,21684,21684,21528,21528,21528,21809,21809,21809,21916,21916,21916,22077,22077,22077,22254,22254,22254,22285,22285,22285,22452,22452,22452,22592,22592,22592,22707,22707,22707,22798,22798,22798,22907,22907,22907,23039,23039,23039,23108,23108,23108,23202,23202,23202,23350,23350,23350,23487,23487,23487,23537,23537,23537,23663,23663,23663,23873,23873,23873,24112,24112,24112,24470,24470,24470,24819,24819,24819,25132,25132,25132,25016,25016,25016,24759,24759,24759,24372,24372,24372,24175,24175,24175,23991,23991,23991,23601,23601,23601,23246,23246,23246,22918,22918,22918,22499,22499,22499,22050,22050,22050,21637,21637,21637,21313,21313,21313,20955,20955,20955,20658,20658,20658
Hour-ahead forecast 5/19/2019,20486,20282,20282,20282,20082,20082,20082,19862,19862,19862,19647,19647,19647,19505,19505,19505,19331,19331,19331,19143,19143,19143,19008,19008,19008,18850,18850,18850,18731,18731,18731,18635,18635,18635,18598,18598,18598,18477,18477,18477,18420,18420,18420,18356,18356,18356,18313,18313,18313,18299,18299,18299,18313,18313,18313,18359,18359,18359,18452,18452,18452,18500,18500,18500,18587,18587,18587,18622,18622,18622,18497,18497,18497,18688,18688,18688,18670,18670,18670,18754,18754,18754,18843,18843,18843,19028,19028,19028,19147,19147,19147,19209,19209,19209,19273,19273,19273,19522,19522,19522,19576,19576,19576,19618,19618,19618,19936,19936,19936,19925,19925,19925,19978,19978,19978,20067,20067,20067,19918,19918,19918,19983,19983,19983,19944,19944,19944,19805,19805,19805,19725,19725,19725,19755,19755,19755,19648,19648,19648,19487,19487,19487,19423,19423,19423,19542,19542,19542,19458,19458,19458,19391,19391,19391,19293,19293,19293,19460,19460,19460,19436,19436,19436,19195,19195,19195,19150,19150,19150,19055,19055,19055,19002,19002,19002,19012,19012,19012,19111,19111,19111,18778,18778,18778,18923,18923,18923,18952,18952,18952,19267,19267,19267,19617,19617,19617,19866,19866,19866,19969,19969,19969,20284,20284,20284,20497,20497,20497,20767,20767,20767,21109,21109,21109,21385,21385,21385,21566,21566,21566,21827,21827,21827,21996,21996,21996,22194,22194,22194,22483,22483,22483,22774,22774,22774,23139,23139,23139,23758,23758,23758,24286,24286,24286,24699,24699,24699,24663,24663,24663,24296,24296,24296,23993,23993,23993,23764,23764,23764,23382,23382,23382,23002,23002,23002,22596,22596,22596,22197,22197,22197,21716,21716,21716,21307,21307,21307,20922,20922,20922,20615,20615,20615,20318,20318,20318,20020,20020,20020
